start_date,end_date
2017-09-19,2017-09-27
2017-10-28,2017-10-30
1999-10-07,2002-06-14
2012-09-08,2012-09-16
2015-11-30,2015-12-04
2004-07-26,2004-07-27
2007-06-18,2018-01-10
2015-11-27,2015-11-30
2015-12-26,2016-01-01
2017-03-05,2017-03-09
